GEOID,NAME,population,year
0612594,"Chalfant CDP, California",651,2010
0612594,"Chalfant CDP, California",660,2020
0612612,"Challenge-Brownsville CDP, California",1069,2000
0612612,"Challenge-Brownsville CDP, California",1148,2010
0612612,"Challenge-Brownsville CDP, California",1161,2020
0612669,"Channel Islands Beach CDP, California",3142,2000
0612669,"Channel Islands Beach CDP, California",3103,2010
0612669,"Channel Islands Beach CDP, California",2870,2020
0612730,"Charleston View CDP, California",45,2020
0612734,"Charter Oak CDP, California",9027,2000
0612734,"Charter Oak CDP, California",9310,2010
0612734,"Charter Oak CDP, California",9739,2020
0612818,"Cherokee CDP, California",69,2010
0612818,"Cherokee CDP, California",88,2020
0612860,"Cherokee Strip CDP, California",227,2010
0612860,"Cherokee Strip CDP, California",206,2020
0612902,"Cherryland CDP, California",13837,2000
0612902,"Cherryland CDP, California",14728,2010
0612902,"Cherryland CDP, California",15808,2020
0612916,"Cherry Valley CDP, California",5891,2000
0612916,"Cherry Valley CDP, California",6362,2010
0612916,"Cherry Valley CDP, California",6509,2020
0612930,"Chester CDP, California",2316,2000
0612930,"Chester CDP, California",2144,2010
0612930,"Chester CDP, California",2187,2020
0613014,"Chico city, California",59954,2000
0613014,"Chico city, California",86187,2010
0613014,"Chico city, California",101475,2020
0613077,"Chilcoot-Vinton CDP, California",387,2000
0613077,"Chilcoot-Vinton CDP, California",454,2010
0613077,"Chilcoot-Vinton CDP, California",446,2020
0613157,"China Lake Acres CDP, California",1761,2000
0613157,"China Lake Acres CDP, California",1876,2010
0613157,"China Lake Acres CDP, California",1757,2020
0613182,"Chinese Camp CDP, California",146,2000
0613182,"Chinese Camp CDP, California",126,2010
0613182,"Chinese Camp CDP, California",90,2020
0613210,"Chino city, California",67168,2000
0613210,"Chino city, California",77983,2010
0613210,"Chino city, California",91403,2020
0613214,"Chino Hills city, California",66787,2000
0613214,"Chino Hills city, California",74799,2010
0613214,"Chino Hills city, California",78411,2020
0613278,"Choctaw Valley CDP, California",237,2020
0613294,"Chowchilla city, California",11127,2000
0613294,"Chowchilla city, California",18720,2010
0613294,"Chowchilla city, California",19039,2020
0613364,"Chualar CDP, California",1444,2000
0613364,"Chualar CDP, California",1190,2010
0613364,"Chualar CDP, California",1185,2020
0613392,"Chula Vista city, California",173556,2000
0613392,"Chula Vista city, California",243916,2010
0613392,"Chula Vista city, California",275487,2020
0613560,"Citrus CDP, California",10581,2000
0613560,"Citrus CDP, California",10866,2010
0613560,"Citrus CDP, California",10243,2020
0613588,"Citrus Heights city, California",85071,2000
0613588,"Citrus Heights city, California",83301,2010
0613588,"Citrus Heights city, California",87583,2020
0613756,"Claremont city, California",33998,2000
0613756,"Claremont city, California",34926,2010
0613756,"Claremont city, California",37266,2020
0613784,"Clarksburg CDP, California",418,2010
0613784,"Clarksburg CDP, California",402,2020
0613854,"Clay CDP, California",1195,2010
0613854,"Clay CDP, California",1252,2020
0613882,"Clayton city, California",10762,2000
0613882,"Clayton city, California",10897,2010
0613882,"Clayton city, California",11070,2020
0613910,"Clear Creek CDP, California",169,2010
0613910,"Clear Creek CDP, California",175,2020
0613945,"Clearlake city, California",13142,2000
0613945,"Clearlake city, California",15250,2010
0613945,"Clearlake city, California",16685,2020
0613966,"Clearlake Oaks CDP, California",2402,2000
0613966,"Clearlake Oaks CDP, California",2359,2010
0613966,"Clearlake Oaks CDP, California",2551,2020
0613985,"Clearlake Riviera CDP, California",3090,2010
0613985,"Clearlake Riviera CDP, California",3410,2020
0614008,"Cleone CDP, California",618,2010
0614008,"Cleone CDP, California",622,2020
0614106,"Clio CDP, California",90,2000
0614106,"Clio CDP, California",66,2010
0614106,"Clio CDP, California",77,2020
0614148,"Clipper Mills CDP, California",142,2010
0614148,"Clipper Mills CDP, California",160,2020
0614190,"Cloverdale city, California",6831,2000
0614190,"Cloverdale city, California",8618,2010
0614190,"Cloverdale city, California",8996,2020
0614218,"Clovis city, California",68468,2000
0614218,"Clovis city, California",95631,2010
0614218,"Clovis city, California",120124,2020
0614232,"Clyde CDP, California",694,2000
0614232,"Clyde CDP, California",678,2010
0614232,"Clyde CDP, California",729,2020
0614260,"Coachella city, California",22724,2000
0614260,"Coachella city, California",40704,2010
0614260,"Coachella city, California",41941,2020
0614274,"Coalinga city, California",11668,2000
0614274,"Coalinga city, California",13380,2010
0614274,"Coalinga city, California",17590,2020
0614288,"Coarsegold CDP, California",1840,2010
0614288,"Coarsegold CDP, California",4144,2020
0614302,"Cobb CDP, California",1638,2000
0614302,"Cobb CDP, California",1778,2010
0614302,"Cobb CDP, California",1295,2020
0614406,"Coffee Creek CDP, California",217,2010
0614406,"Coffee Creek CDP, California",152,2020
0614442,"Cohasset CDP, California",847,2010
0614442,"Cohasset CDP, California",830,2020
0614450,"Cold Springs CDP (El Dorado County), California",446,2010
0614450,"Cold Springs CDP (El Dorado County), California",556,2020
0614454,"Cold Springs CDP (Tuolumne County), California",181,2010
0614454,"Cold Springs CDP (Tuolumne County), California",123,2020
0614484,"Coleville CDP, California",495,2010
0614484,"Coleville CDP, California",419,2020
0614498,"Colfax city, California",1496,2000
0614498,"Colfax city, California",1963,2010
0614498,"Colfax city, California",1995,2020
0614554,"College City CDP, California",290,2010
0614554,"College City CDP, California",292,2020
0614708,"Collierville CDP, California",1934,2010
0614708,"Collierville CDP, California",2094,2020
0614736,"Colma town, California",1191,2000
0614736,"Colma town, California",1792,2010
0614736,"Colma town, California",1507,2020
0614764,"Coloma CDP, California",529,2010
0614764,"Coloma CDP, California",521,2020
0614890,"Colton city, California",47662,2000
0614890,"Colton city, California",52154,2010
0614890,"Colton city, California",53909,2020
0614904,"Columbia CDP, California",2405,2000
0614904,"Columbia CDP, California",2297,2010
0614904,"Columbia CDP, California",2577,2020
0614946,"Colusa city, California",5402,2000
0614946,"Colusa city, California",5971,2010
0614946,"Colusa city, California",6411,2020
0614974,"Commerce city, California",12568,2000
0614974,"Commerce city, California",12823,2010
0614974,"Commerce city, California",12378,2020
0615030,"Comptche CDP, California",159,2010
0615030,"Comptche CDP, California",167,2020
0615044,"Compton city, California",93493,2000
0615044,"Compton city, California",96455,2010
0615044,"Compton city, California",95740,2020
0616000,"Concord city, California",121780,2000
0616000,"Concord city, California",122067,2010
0616000,"Concord city, California",125410,2020
0616035,"Concow CDP, California",1095,2000
0616035,"Concow CDP, California",710,2010
0616035,"Concow CDP, California",402,2020
0616090,"Contra Costa Centre CDP, California",6808,2020
0616210,"Copperopolis CDP, California",2363,2000
0616210,"Copperopolis CDP, California",3671,2010
0616210,"Copperopolis CDP, California",3400,2020
0616224,"Corcoran city, California",14458,2000
0616224,"Corcoran city, California",24813,2010
0616224,"Corcoran city, California",22339,2020
0616322,"Corning city, California",6741,2000
0616322,"Corning city, California",7663,2010
0616322,"Corning city, California",8244,2020
0616350,"Corona city, California",124966,2000
0616350,"Corona city, California",152374,2010
0616350,"Corona city, California",157136,2020
0616378,"Coronado city, California",24100,2000
0616378,"Coronado city, California",18912,2010
0616378,"Coronado city, California",20192,2020
0616420,"Coronita CDP, California",2608,2010
0616420,"Coronita CDP, California",2639,2020
0616434,"Corralitos CDP, California",2431,2000
0616434,"Corralitos CDP, California",2326,2010
0616434,"Corralitos CDP, California",2342,2020
0616462,"Corte Madera town, California",9100,2000
0616462,"Corte Madera town, California",9253,2010
0616462,"Corte Madera town, California",10222,2020
0616532,"Costa Mesa city, California",108724,2000
0616532,"Costa Mesa city, California",109960,2010
0616532,"Costa Mesa city, California",111918,2020
0616560,"Cotati city, California",6471,2000
0616560,"Cotati city, California",7265,2010
0616560,"Cotati city, California",7584,2020
0616580,"Coto de Caza CDP, California",13057,2000
0616580,"Coto de Caza CDP, California",14866,2010
0616580,"Coto de Caza CDP, California",14710,2020
0616623,"Cottonwood CDP (Kern County), California",3971,2020
0616630,"Cottonwood CDP, California",2960,2000
0616630,"Cottonwood CDP, California",3316,2010
0616630,"Cottonwood CDP (Shasta County), California",6268,2020
0616644,"Coultervillle CDP, California",201,2010
0616644,"Coulterville CDP, California",115,2020
0616651,"Country Club CDP, California",9462,2000
0616651,"Country Club CDP, California",9379,2010
0616651,"Country Club CDP, California",10777,2020
0616714,"Courtland CDP, California",355,2010
0616714,"Courtland CDP, California",326,2020
0616728,"Covelo CDP, California",1175,2000
0616728,"Covelo CDP, California",1255,2010
0616728,"Covelo CDP, California",1394,2020
0616742,"Covina city, California",46837,2000
0616742,"Covina city, California",47796,2010
0616742,"Covina city, California",51268,2020
0616762,"Cowan CDP, California",318,2010
0616762,"Cowan CDP, California",342,2020
0616886,"Crane Creek CDP, California",29,2020
0617022,"Crescent City city, California",4006,2000
0617022,"Crescent City city, California",7643,2010
0617022,"Crescent City city, California",6673,2020
0617030,"Crescent City North CDP, California",4028,2000
0617050,"Crescent Mills CDP, California",258,2000
0617050,"Crescent Mills CDP, California",196,2010
0617050,"Crescent Mills CDP, California",206,2020
0617078,"Cressey CDP, California",394,2010
0617078,"Cressey CDP, California",366,2020
0617106,"Crest CDP, California",2716,2000
0617106,"Crest CDP, California",2593,2010
0617106,"Crest CDP, California",2828,2020
0617162,"Crestline CDP, California",10218,2000
0617162,"Crestline CDP, California",10770,2010
0617162,"Crestline CDP, California",11650,2020
0617204,"Crestmore Heights CDP, California",384,2010
0617232,"Creston CDP, California",94,2010
0617232,"Creston CDP, California",98,2020
0617267,"C-Road CDP, California",152,2000
0617267,"C-Road CDP, California",150,2010
0617267,"C-Road CDP, California",140,2020
0617274,"Crockett CDP, California",3194,2000
0617274,"Crockett CDP, California",3094,2010
0617274,"Crockett CDP, California",3242,2020
0617288,"Cromberg CDP, California",290,2000
0617288,"Cromberg CDP, California",261,2010
0617288,"Cromberg CDP, California",272,2020
0617372,"Crowley Lake CDP, California",875,2010
0617372,"Crowley Lake CDP, California",980,2020
0617428,"Crows Landing CDP, California",355,2010
0617428,"Crows Landing CDP, California",322,2020
0617498,"Cudahy city, California",24208,2000
0617498,"Cudahy city, California",23805,2010
0617498,"Cudahy city, California",22811,2020
0617568,"Culver City city, California",38816,2000
